 Time,10 g X,Temperature,Sound,Light,Pressure,Humidity,Comment
  min:s,g, C, dBA, lx, kPa, %RH,
05:50,-0.008025683,22.35503,73.48682,61.26798,96.88,27.79049,
05:50,-0.008025683,22.42603,54.86116,61.80075,96.914,27.77523,
05:50,0,22.47337,78.50615,60.20245,96.928,27.77523,
05:50,-0.008025683,22.54438,78.40773,59.66969,96.846,27.75235,
05:50,0,22.59172,65.95782,61.26798,96.912,27.74472,
05:50,0,22.63905,70.14059,61.80075,96.886,27.72946,
06:00,-0.008025683,22.71006,61.65202,61.80075,96.922,27.72946,
06:00,-0.008025683,22.7574,46.17575,61.26798,96.9,27.72183,
06:00,0,22.80473,62.88225,61.80075,96.938,27.72183,
06:00,0.008025683,22.85207,41.25483,61.80075,96.896,27.70657,
06:00,0,22.89941,78.38313,62.33351,96.906,27.7142,
06:00,0,22.94674,45.09315,61.80075,96.898,27.69894,
06:00,0,23.01775,42.06678,62.33351,96.894,27.69131,
06:00,-0.008025683,23.04142,42.11599,62.33351,96.868,27.68368,
06:00,0,22.99408,74.05273,62.33351,96.906,27.68368,
06:00,0,22.97042,49.00527,62.86628,96.9,27.66842,
06:10,-0.008025683,22.92308,40,62.86628,96.882,27.67605,
06:10,0,22.89941,40,63.39904,96.888,27.66842,
06:10,-0.008025683,22.87574,56.92794,63.9318,96.876,27.65316,
06:10,0,22.85207,48.31635,63.39904,96.9,27.6379,
06:10,0,22.8284,40,63.39904,96.89,27.6379,
06:10,0,22.8284,66.17926,62.86628,96.88,27.62264,
06:10,-0.008025683,22.80473,43.07557,62.86628,96.888,27.61502,
06:10,0,22.80473,50.48155,62.86628,96.896,27.59213,
06:10,-0.01605137,22.78106,65.76099,62.86628,96.904,27.59213,
06:10,-0.008025683,22.78106,40,63.39904,96.924,27.57687,
06:20,-0.008025683,22.78106,66.99121,62.86628,96.876,27.57687,
06:20,-0.01605137,22.7574,81.38489,62.86628,96.9,27.55398,
06:20,0,22.7574,61.30756,62.33351,96.91,27.56161,
06:20,0,22.7574,56.23902,62.86628,96.902,27.56161,
06:20,0.008025683,22.73373,62.83304,62.86628,96.898,27.55398,
06:20,0,22.73373,62.88225,62.86628,96.9,27.53872,
06:20,0,22.73373,40,62.33351,96.92,27.54635,
06:20,-0.008025683,22.73373,40,61.80075,96.878,27.53109,
06:20,0,22.73373,76.02109,61.80075,96.894,27.53872,
06:20,0,22.73373,44.67487,62.33351,96.874,27.53109,
06:30,-0.008025683,22.71006,80.4007,62.86628,96.886,27.52346,
06:30,0,22.73373,40,62.86628,96.896,27.51583,
06:30,0.008025683,22.73373,41.86995,62.33351,96.888,27.51583,
06:30,0,22.87574,42.01757,62.86628,96.882,27.5082,
06:30,0,23.11243,40,62.86628,96.902,27.50057,
06:30,0.008025683,23.39645,69.37785,62.86628,96.908,27.50057,
06:30,-0.008025683,23.68047,54.41828,62.86628,96.876,27.49294,
06:30,0,23.98816,49.49736,62.33351,96.9,27.47768,
06:30,0,24.29586,56.78032,62.33351,96.902,27.47005,
